pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index
730,1,26,7,2,2,,3,2,10000,20000,20000,1,6,6,4,,,6,5,2,2,7,,6,9,4,6,,4,4,1,5,3,2,2,3,4,2,3,2,2,2,4,5,3,2,4,4,4,4,2,2,4,4,2,2,4,3,2,3,2,2,3,3,2,3,3,2,2,3,2,9,1,2,9,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,4,1,9,9,8,9,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,5,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,1.5
3662,2,85,3,1,3,6,4,,22000,,11000,1,,1,5,,,10,3,0,0,3,0,,6,,1,,4,,2,0,2,3,2,3,5,5,2,5,3,5,2,2,,5,5,5,1,2,4,4,4,4,2,3,3,4,2,4,4,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3307,2,24,7,1,2,,4,4,21000,22000,99999,12,2,12,,,,0,0,0,0,0,0,2,0,4,,12,2,3,2,0,2,1,1,1,5,3,1,4,1,5,1,1,,5,5,5,2,5,1,1,5,3,1,3,5,5,3,4,4,4,4,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
3308,1,49,7,3,2,10,3,3,22000,10000,14000,1,1,1,7,,,7,3,4,0,0,0,1,10,4,12,,2,2,2,0,2,1,2,4,5,3,1,4,1,4,1,1,2,4,4,3,2,5,1,4,5,5,1,2,3,1,4,4,4,4,4,2,4,3,4,7,9,7,9,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,9,8,9,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
4287,2,42,10,3,2,16,2,2,10000,10000,10000,2,2,2,3,2,2,3,10,0,2,6,1,2,4,4,,2,5,5,1,4,1,1,1,1,2,2,2,3,1,2,2,3,2,1,2,4,1,3,2,2,2,1,2,1,2,2,1,2,2,3,4,2,2,2,2,5,8,8,8,8,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
2718,1,57,7,1,2,13,3,,22000,,,3,,,5,3,3,5,0,8,0,0,0,,10,,3,,2,,2,3,3,2,2,3,5,4,1,5,2,5,2,1,2,5,5,3,1,4,1,3,4,5,1,3,5,5,3,4,2,2,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
3467,1,20,7,5,3,,4,,,,,,,,5,,,0,0,0,0,0,0,,0,,,12,2,,3,,1,1,1,5,5,1,1,1,1,5,1,1,4,5,5,1,1,1,5,5,3,2,3,1,4,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3305,2,55,7,1,2,9,4,,21000,,,12,,,5,,,3,0,0,0,0,0,,0,,,12,1,,2,0,3,1,1,1,5,2,1,4,2,5,1,1,3,2,5,3,1,5,1,3,3,5,1,1,3,1,3,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3306,1,54,7,5,2,11,3,3,22000,22000,10000,1,1,1,5,,,7,0,0,0,0,0,1,10,4,1,,1,2,2,0,3,1,2,3,5,3,1,5,3,5,1,1,3,5,5,5,1,5,1,2,5,5,1,2,5,1,3,4,2,3,2,3,4,3,4,7,8,7,7,9,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
4171,1,70,3,1,2,7,3,,11000,,11000,2,,12,6,2,2,5,8,4,2,3,,,9,,2,,2,,3,3,,1,3,,,,1,,,4,1,3,,4,4,,3,2,3,3,,4,2,2,3,2,4,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1801,1,51,7,2,2,8,3,4,10000,22000,22000,1,12,1,7,1,3,10,0,0,0,0,0,,10,1,1,,0,1,2,0,3,2,1,3,5,4,1,4,1,5,1,1,2,5,4,3,2,5,3,3,3,5,1,3,4,1,3,2,2,4,4,2,4,2,4,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
4129,1,27,9,1,3,7,2,,11000,,13000,12,,,5,2,3,5,7,2,2,6,2,,8,,,,6,,1,5,,2,3,3,,4,1,3,3,3,3,4,2,3,2,2,2,4,1,1,4,3,1,2,4,4,2,3,1,1,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
4128,2,48,7,1,2,,1,,10000,,77777,2,,,6,2,2,5,8,1,1,5,4,,7,,2,,4,,1,4,3,2,3,3,4,2,2,,2,2,3,3,2,3,3,,,5,1,2,4,4,2,2,4,4,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4264,2,58,4,2,3,10,2,,11000,,10000,3,,2,7,2,3,0,10,8,0,0,0,,6,,2,,3,,3,2,4,4,2,5,3,5,1,1,1,4,1,2,4,4,4,1,1,3,3,4,5,4,2,3,1,4,5,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
4282,1,37,10,3,2,11,2,,21000,,10000,2,,1,4,2,3,0,8,1,4,0,2,,0,,,2,5,,1,6,2,1,1,2,2,2,3,2,3,2,1,1,3,2,1,2,2,3,2,5,3,2,4,2,1,3,3,2,3,4,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
949,2,75,4,1,2,,4,,,,,,,,6,,,,5,,0,0,0,,0,,,12,1,,2,0,1,1,1,1,5,4,1,5,1,5,1,1,4,5,5,4,3,5,1,3,3,5,3,3,4,1,5,4,4,4,4,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
852,2,15,2,1,,,4,,,,,,,,5,,,5,0,0,0,,0,,0,,,12,3,,2,0,3,2,2,2,5,3,1,4,1,5,1,1,3,5,5,5,4,4,3,3,5,5,2,3,5,1,2,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3468,2,69,4,5,3,,3,4,11000,,,,,,7,,,0,0,0,0,0,0,,0,1,,12,5,2,2,0,3,1,1,5,5,5,1,1,1,5,1,1,4,5,4,3,1,1,5,5,5,5,1,1,3,1,5,4,4,4,4,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
4190,1,40,7,5,3,,3,2,13000,,77777,,,,8,2,3,0,9,6,3,0,,3,7,4,2,,3,5,3,2,3,1,2,5,4,1,1,1,3,3,1,2,2,4,5,2,1,3,3,3,1,3,2,5,1,1,2,4,4,4,4,2,3,4,2,3,8,9,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,8,9,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5
4623,1,23,7,3,2,9,2,,11000,,11000,6,,6,7,6,3,6,2,2,0,4,3,,4,,,6,5,,2,0,5,2,2,1,2,2,3,5,3,2,1,2,2,1,1,5,2,5,2,2,2,3,1,2,2,1,1,1,3,2,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
4071,1,60,7,1,2,16,2,3,11000,,20000,1,,6,4,1,2,9,5,2,1,6,5,1,9,4,1,,5,3,3,1,,1,2,4,4,3,1,,2,3,2,3,1,4,4,3,2,4,1,3,4,4,2,2,4,2,2,2,2,2,2,1,3,2,3,5,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
948,1,51,7,1,1,11,3,4,22000,22000,14000,1,12,1,5,,,5,0,0,0,3,0,,10,1,,,2,1,2,0,2,1,1,3,3,3,1,5,1,5,1,1,,5,5,3,2,4,3,4,4,5,1,1,3,1,3,4,4,3,4,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
3643,1,61,7,1,3,4,3,3,10000,11000,11000,2,3,2,,,,0,8,3,0,0,0,3,10,4,2,,4,3,2,0,3,1,3,5,4,4,2,5,4,5,2,3,,4,5,3,1,3,4,5,3,3,2,3,4,3,3,3,3,3,4,,,3,3,7,2,1,9,8,8,9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
3776,1,15,15,1,3,,3,1,13000,12000,20000,1,3,6,5,,,6,5,6,0,5,4,,7,1,1,,5,2,1,5,2,2,2,5,5,5,2,4,3,3,3,4,,3,4,3,1,2,4,4,4,5,1,3,4,4,2,3,3,2,4,,4,3,3,7,8,7,7,9,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,8,8,8,9,9,8,0,0,0,0,1,0,0,0,0,0,0,0,3,5,5,5,5,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,2.5
4070,1,67,9,1,2,9,1,,10000,,10000,2,,1,5,1,1,9,4,0,4,5,0,,10,,1,,6,,3,5,4,1,2,3,,,2,4,3,2,1,2,2,4,2,3,2,5,1,2,4,3,2,3,4,3,2,2,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
3620,1,39,7,2,3,,2,1,20000,99999,20000,1,6,1,5,,,8,5,5,3,0,5,1,7,4,1,,7,3,3,4,3,3,1,5,5,5,2,1,1,3,2,2,,5,5,4,2,3,1,2,4,5,1,3,4,1,4,2,2,2,4,,,2,1,7,9,8,8,9,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,8,8,8,9,8,0,0,0,0,1,0,0,0,0,0,0,0,5,1,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
1144,1,50,7,1,2,12,4,,,,,,,,,,,5,0,0,0,0,0,,0,,,12,0,,2,0,1,2,2,3,4,5,1,5,2,5,1,1,4,5,5,5,1,5,1,3,1,5,1,1,5,1,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4535,1,50,7,5,3,9,2,,11000,,,6,,,3,6,2,8,0,0,0,10,0,,10,,6,,6,,1,5,5,1,1,5,5,1,1,1,1,2,3,3,4,3,5,1,1,5,3,2,3,5,1,1,3,3,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
3823,2,26,7,1,2,3,4,4,,22000,,,12,,6,1,3,7,0,3,0,0,0,,10,1,1,,2,2,2,0,3,2,1,1,5,2,1,4,1,5,1,1,3,4,5,5,1,5,1,1,5,5,1,2,4,5,1,4,4,4,4,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
4192,2,38,7,5,3,,4,,10000,,10000,,,,10,2,3,0,5,3,0,0,0,,5,,2,,4,,2,0,3,1,1,5,5,1,1,1,1,5,1,1,4,5,4,1,1,1,1,3,3,5,1,1,4,3,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
947,2,46,7,1,2,11,4,,,,,,,,6,,,7,4,0,0,0,0,,8,,,,4,,2,0,3,1,1,2,5,1,1,4,2,5,1,1,2,5,2,3,3,4,1,3,4,5,1,4,4,2,3,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
996,2,64,7,1,2,6,4,3,12000,10000,10000,2,2,1,5,,,5,7,1,0,3,2,,8,1,2,,2,3,1,5,3,2,3,3,5,5,3,4,4,2,3,4,,3,5,3,1,4,2,2,5,5,2,4,4,4,2,3,3,4,4,,,3,4,3,2,5,2,9,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,7,8,9,9,8,9,8,8,0,0,0,0,1,0,0,0,1,0,0,0,3,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5
995,2,27,7,1,3,13,3,,21000,,11000,12,,12,,,,0,0,0,0,0,0,,5,,12,,6,,3,3,2,3,3,3,5,5,2,5,3,3,2,3,4,3,3,4,1,2,3,2,4,5,2,4,5,3,2,2,3,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
1145,2,53,7,1,2,,2,4,,,,,,,6,,,7,0,0,0,0,0,,0,1,,1,2,1,2,0,1,1,1,1,5,1,1,3,1,5,1,1,,5,5,3,1,2,1,1,1,5,1,1,3,3,1,3,4,4,4,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
3309,1,57,7,1,,,4,3,22000,10000,10000,12,1,12,,,,5,0,0,3,4,3,1,0,4,,12,2,2,2,0,1,1,3,3,5,5,1,4,1,5,1,1,,5,3,2,2,5,1,3,3,5,1,3,4,1,2,4,4,4,4,,4,3,4,5,8,5,5,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
3909,1,63,4,5,3,,2,,,,,,,,5,1,2,10,0,0,0,8,0,,8,,1,,6,,1,0,5,1,1,5,1,1,1,1,1,3,1,1,2,4,5,2,1,5,3,3,3,5,1,2,5,5,5,2,2,4,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3988,2,69,4,2,2,,4,,,,,,,,5,1,3,10,0,0,0,0,0,,9,,1,,1,,2,0,1,1,2,5,3,3,1,1,1,3,1,1,4,4,5,2,2,1,3,2,2,5,3,2,4,4,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3690,2,39,9,1,2,14,2,,77777,,17000,1,,,5,,,,,,,,,,10,,12,,7,,3,1,2,3,3,3,5,5,2,5,3,3,1,3,2,1,4,2,3,3,2,2,4,4,2,4,4,3,2,1,2,4,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4191,2,30,7,5,2,,4,,22000,,10000,2,,3,10,2,2,0,8,5,0,0,5,,8,,2,,5,,3,0,4,1,1,5,1,3,1,1,1,5,1,1,4,5,4,2,1,2,3,2,2,3,1,2,5,2,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1143,2,80,4,1,2,,4,4,22000,14000,14000,1,12,1,5,,,10,0,0,0,0,0,,10,1,1,,1,1,2,0,3,1,3,1,5,4,1,3,3,5,1,1,,5,5,5,2,3,2,2,3,5,1,3,3,1,5,2,4,4,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
4592,1,26,7,2,2,14,3,,10000,,10000,6,,6,5,6,2,7,3,1,0,9,6,,8,,6,,5,,3,2,5,2,1,5,5,1,1,1,1,3,2,2,3,3,4,3,1,5,3,3,3,3,1,3,3,5,2,3,3,3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
851,2,20,7,1,2,12,4,4,21000,22000,,12,12,,7,,,0,0,0,0,0,0,,0,1,,12,1,0,2,0,3,3,2,3,5,2,1,3,2,5,1,1,3,5,5,3,1,3,1,2,3,5,1,3,5,1,3,4,4,4,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
3819,1,66,4,1,1,13,3,,11000,,11000,1,,1,4,1,1,9,5,1,1,3,1,,9,,1,,5,,2,1,,1,3,,,4,1,,,4,2,2,,4,4,4,,2,4,3,4,3,2,4,2,2,4,3,3,3,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
623,1,29,4,3,3,,3,,11000,,10000,12,,12,10,3,3,0,8,10,8,0,3,,5,,3,,4,,2,0,3,1,1,5,5,5,1,5,5,5,1,1,4,5,5,5,1,5,1,1,3,3,3,1,2,1,1,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4660,2,70,4,3,2,,3,3,11000,,16000,12,,6,2,6,1,6,0,0,0,10,0,,10,4,6,,4,1,1,5,5,2,1,2,3,5,1,5,3,2,3,3,3,2,3,1,1,2,5,5,3,5,1,1,5,5,5,2,4,4,4,3,3,4,4,9,9,1,9,9,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,8,8,2,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,3,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,3
1014,1,20,4,5,3,,4,4,10000,,77777,,,,5,,,0,0,0,0,0,0,,0,1,,12,1,1,1,5,,1,1,5,3,1,1,,1,2,2,2,3,5,5,3,2,2,5,5,5,3,2,4,1,1,4,4,4,4,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4
246,1,82,9,3,2,9,2,,11000,,10000,2,,2,7,2,2,5,6,7,2,2,2,,10,,2,,3,,3,3,3,2,1,1,3,5,1,1,1,1,1,1,3,5,2,4,1,2,1,1,3,4,1,1,4,5,1,2,3,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1027,1,53,7,5,2,15,4,2,,10000,,,2,,10,,,0,0,0,0,0,0,2,0,4,,12,3,5,3,0,3,4,4,5,3,5,1,1,1,3,1,2,4,5,5,1,1,3,3,4,5,3,1,2,5,1,3,4,4,4,4,4,4,4,3,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,8,8,2,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,4.5
681,2,34,7,3,2,,2,,10000,,12000,2,,2,5,2,2,3,10,7,5,1,5,,10,,2,,6,,1,5,5,2,3,4,4,4,2,4,4,4,3,3,2,4,4,4,4,3,3,2,4,3,2,2,3,3,3,2,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4719,1,48,7,5,2,9,1,,11000,,11000,9,,9,10,9,1,0,0,0,0,0,10,,10,,9,,7,,3,0,5,1,1,5,3,1,1,4,5,4,1,1,1,5,5,4,1,5,2,3,3,5,1,3,5,5,3,4,1,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1075,1,20,4,5,3,,4,,10000,,12000,,,,,,,0,0,0,0,0,0,,0,,,12,1,,3,0,3,1,3,5,5,1,1,1,5,3,1,1,4,5,4,5,2,5,1,1,3,2,3,1,3,1,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2942,2,32,7,5,2,,2,2,22000,11000,22000,6,12,6,3,6,1,0,0,0,0,10,0,6,10,4,6,,5,3,1,5,5,1,1,5,5,5,1,1,1,3,2,3,1,4,4,1,1,3,3,2,4,3,2,4,2,4,2,2,2,3,3,1,2,3,2,2,2,8,8,9,8,8,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,8,8,8,8,9,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
504,2,52,7,3,2,17,4,,11000,,12000,3,,3,10,3,2,0,9,10,8,0,3,,7,,3,,5,,3,3,3,1,2,5,5,2,1,1,4,5,1,1,2,5,5,3,1,5,5,3,3,3,2,3,3,4,2,4,4,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1826,2,29,7,5,3,12,3,,13000,,19000,1,,,8,1,3,7,5,2,0,0,2,,7,,1,,7,,3,2,2,1,2,3,5,5,1,1,5,4,2,2,3,4,5,5,1,3,3,3,4,3,2,4,2,1,3,3,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2712,2,45,7,5,2,,3,3,13000,11000,20000,,12,,,3,3,0,0,0,0,0,0,7,0,5,,12,2,4,2,0,3,1,1,1,5,5,1,1,1,5,1,2,,5,5,3,1,3,4,2,3,4,2,3,2,1,3,4,4,4,4,,,,2,3,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,8,3,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,,,,4.5
