pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index
328,1,68,7,5,2,11,3,3,11000,11000,10000,1,3,12,3,1,3,9,7,3,4,1,0,3,10,4,1,,4,5,2,2,1,4,2,3,3,2,1,2,3,3,3,4,3,5,1,1,1,3,3,2,3,4,2,1,4,2,4,3,3,,3,3,3,3,1,7,3,9,8,2,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,3,5,5,5,4,3,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,2.5
766,2,65,6,5,2,,1,,11000,,10000,1,,12,,,,6,5,7,6,0,,,9,,,,4,,2,1,1,4,2,1,4,1,1,4,2,3,2,3,3,4,1,2,2,5,1,1,3,5,1,2,4,5,1,2,2,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4642,2,21,8,5,3,2,3,,13000,,10000,6,,1,3,6,3,8,7,2,3,10,3,,7,,6,,5,,3,5,2,2,1,1,4,1,2,4,1,3,2,3,3,5,4,3,2,2,4,2,4,3,2,2,2,4,3,3,3,2,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
109,2,68,6,5,3,5,4,3,10000,10000,17000,12,3,12,6,3,3,2,5,8,6,3,,,5,1,3,,3,4,2,0,1,2,2,2,4,2,1,,2,4,1,1,3,5,4,3,3,1,5,4,4,3,2,2,3,3,4,4,4,,4,3,3,4,3,3,2,9,8,9,8,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,2,4,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,1,2,5
75,1,50,7,5,3,4,2,2,11000,11000,11000,1,1,1,3,1,3,10,3,3,3,3,,1,7,4,1,,4,4,3,3,2,1,3,5,,4,2,,3,4,1,1,2,5,4,4,3,3,3,2,2,2,3,2,4,4,4,3,4,,4,2,4,3,2,2,4,8,8,9,9,8,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,9,4,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
167,1,36,13,5,2,7,3,3,14000,10000,21000,3,1,3,4,9,3,7,7,6,7,2,9,1,8,4,9,,5,6,3,5,3,2,3,4,4,1,1,,3,2,1,4,3,4,3,4,3,2,4,3,4,2,2,2,3,3,3,4,3,4,4,3,4,3,2,5,7,8,8,8,9,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,3.5
208,2,63,7,5,2,8,3,3,11000,,11000,1,,,3,1,3,7,5,3,5,1,,1,3,4,,1,3,3,3,3,4,2,3,2,5,2,1,4,1,2,1,3,3,4,5,5,4,4,2,2,4,4,1,2,4,4,3,3,3,,3,3,3,3,4,5,8,8,3,8,2,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
4055,2,28,9,5,3,5,1,3,13000,13000,10000,1,6,1,3,1,3,9,8,0,3,7,5,6,8,4,1,,4,3,1,5,3,2,1,1,5,1,1,3,2,3,2,3,3,4,4,4,4,4,2,2,3,4,1,2,4,4,2,2,2,2,3,3,3,2,2,3,2,9,8,2,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,3,9,4,8,8,9,9,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,4,3,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,3.5
4325,1,17,4,4,1,,2,1,12000,12000,13000,9,8,2,5,2,2,2,7,0,2,2,6,8,10,4,2,,6,5,2,0,4,3,5,5,5,1,2,5,2,3,2,5,1,4,2,2,3,4,2,4,3,2,2,1,5,2,1,1,1,2,4,1,1,1,4,9,9,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,1,8,8,8,8,2,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,3,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.5
1861,1,79,7,5,1,14,1,2,10000,10000,10000,1,6,1,3,1,2,10,5,0,3,10,3,1,10,4,1,,5,6,1,5,4,3,1,3,3,4,2,,1,3,2,3,2,3,1,2,2,2,4,4,4,4,1,1,5,4,3,1,2,,2,2,3,2,1,7,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,7,1,8,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3.5
4280,1,71,9,4,2,13,1,1,10000,,10000,1,,2,5,2,3,10,10,5,5,3,5,9,10,4,,,3,4,3,2,3,4,1,3,4,3,1,4,2,3,1,1,2,5,1,2,1,3,3,2,3,3,2,1,4,3,3,1,2,,2,2,3,2,1,1,7,8,8,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,2,5,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
912,2,72,10,5,2,6,4,,10000,,22000,,,,,,,,,,,,,,8,,,,3,,2,0,3,3,2,2,4,3,1,,3,4,2,2,,4,2,,1,4,2,1,4,3,2,2,4,5,1,4,3,3,3,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2328,1,79,13,5,1,14,3,2,13000,10000,10000,2,2,2,6,2,2,8,10,2,3,5,,2,10,4,2,,6,2,1,5,3,3,2,3,4,2,2,4,2,3,3,4,3,4,2,2,2,1,4,2,4,3,1,1,4,2,3,3,3,,4,3,4,3,1,4,4,5,3,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,8,1,8,8,9,2,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5
177,1,36,12,5,2,7,3,2,11000,10000,10000,1,1,9,5,,,8,4,6,6,1,8,1,7,4,9,,7,6,3,3,3,3,3,4,4,1,1,4,3,2,2,3,4,4,3,2,1,1,4,4,4,3,2,1,3,3,3,4,3,3,4,4,4,3,2,3,4,8,8,8,8,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,3,9,8,8,9,9,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,5,5,3,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3.5
3731,1,49,7,4,2,16,4,,,,,,,,5,,,0,10,0,0,0,0,,10,,2,,4,,3,6,1,1,4,3,3,1,3,1,1,3,1,2,1,5,3,3,5,3,2,2,2,5,1,1,4,4,2,4,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
510,2,33,9,4,3,18,2,,10000,,21000,12,,12,3,6,2,7,6,0,1,8,1,,10,,,,4,,3,5,3,2,4,4,1,1,1,4,2,1,2,5,1,5,4,4,1,4,1,2,2,4,1,2,3,3,2,1,3,3,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
4616,1,46,7,4,2,7,2,,21000,,21000,12,,12,6,6,2,2,8,1,3,8,1,,9,,6,,4,,1,3,2,3,1,4,2,1,1,1,2,1,2,3,2,2,2,2,2,4,2,2,4,3,2,2,4,4,2,1,1,4,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
145,2,30,13,4,2,6,2,2,13000,13000,12000,6,6,12,2,6,2,9,1,0,0,10,0,6,10,4,6,,5,6,1,7,5,2,2,2,2,1,3,1,1,1,4,5,1,3,5,5,5,3,3,2,2,3,2,4,3,4,2,2,1,3,4,1,3,2,2,1,5,3,9,4,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,9,9,8,7,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,4,4,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,1.5
209,1,23,9,4,2,8,2,,13000,,,6,,,5,,,7,7,0,2,7,2,,10,,,,5,,1,8,3,3,3,3,4,1,3,2,2,2,4,4,3,2,4,3,4,3,3,3,4,4,1,3,4,4,2,3,2,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4086,1,69,9,4,2,17,1,1,13000,13000,10000,1,6,1,3,1,2,6,0,0,0,3,0,1,2,4,,1,7,6,2,0,5,2,3,2,2,1,1,1,3,2,2,3,,4,4,1,2,4,4,5,1,5,1,4,4,5,2,1,4,,4,,,,1,7,9,8,8,8,9,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,2,8,5,8,5,3,8,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,5,5,1,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,,,3.5
4197,2,65,13,4,2,12,2,2,22000,13000,10000,2,2,6,5,2,2,3,10,0,0,6,0,2,10,4,2,,4,4,3,0,4,3,4,4,3,4,2,5,3,4,2,3,1,5,3,3,4,3,3,3,2,2,4,4,3,4,2,3,2,2,4,1,3,2,1,7,4,2,8,1,2,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,7,2,8,1,2,8,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
4221,2,44,7,2,2,6,4,,,,,,,,5,2,3,6,10,0,0,0,0,,10,,2,,2,,3,5,2,3,2,1,3,5,3,2,3,3,2,4,4,4,5,5,5,1,2,5,3,5,1,1,5,5,2,3,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2445,2,40,7,2,3,,4,1,10000,,,2,,,5,2,3,5,8,3,0,5,5,2,7,4,2,,2,6,1,4,,1,2,1,1,2,1,1,2,2,2,,3,,5,5,3,2,2,1,4,3,2,4,2,4,2,3,2,2,4,3,4,4,1,3,4,8,8,5,1,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,
4220,2,28,7,2,2,13,4,,12000,,99999,2,,2,6,2,3,7,10,1,0,0,0,,10,,2,,5,,3,4,2,3,1,3,4,1,4,2,3,3,3,2,2,3,5,5,5,3,2,3,4,4,2,2,4,4,2,2,3,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
1935,1,42,4,2,2,,3,,17000,,10000,1,,1,5,1,3,8,0,3,2,0,5,,10,,1,,4,,1,3,4,2,2,4,,5,2,,3,3,2,2,3,3,2,3,2,4,1,3,4,4,1,2,5,3,3,3,2,2,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
911,1,56,8,1,1,20,2,1,17000,10000,10000,12,8,9,5,,,3,4,2,4,4,4,8,10,4,,,5,5,1,10,2,3,5,5,4,1,3,4,2,2,2,5,1,3,2,3,2,4,2,3,4,4,2,4,4,5,1,1,1,1,4,1,2,2,1,3,7,5,9,9,9,9,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,3,8,8,7,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,2,5,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,2.5
4448,1,33,7,2,2,,2,,17000,,10000,3,,3,7,3,2,2,7,10,0,0,7,,10,,3,,4,,3,0,4,3,3,5,,5,1,,,2,1,1,2,5,2,4,1,4,2,3,2,5,1,2,5,,,2,1,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
896,2,24,7,2,3,,4,,10000,,10000,2,,12,5,,,6,8,0,,7,,,,,,2,1,,1,5,5,1,,1,4,2,1,1,1,1,4,4,3,2,5,5,2,1,3,1,5,4,2,3,2,3,2,3,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4224,1,82,3,2,2,6,4,,,,,,,,,2,3,5,8,0,0,0,0,,10,,2,,2,,3,5,2,3,1,3,5,5,3,5,2,5,1,1,4,3,5,5,5,1,1,5,5,5,1,1,5,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3557,2,17,4,2,,13,4,,11000,,,,,,5,,,0,0,0,0,0,0,,0,,,12,2,,2,0,3,2,2,1,5,1,3,3,2,4,3,2,4,3,5,3,3,3,3,1,4,4,2,2,5,5,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
1936,2,38,7,2,2,,4,,10000,,10000,1,,1,5,1,3,8,5,0,,6,3,,8,,1,,4,,1,7,2,1,1,1,1,3,1,1,2,1,3,5,3,3,3,3,5,2,3,1,4,5,3,4,2,3,2,2,2,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3550,1,16,4,1,3,,4,,13000,,,,,,,,,5,0,0,0,4,6,,5,,,,3,,1,5,2,3,2,5,1,1,4,4,3,4,4,2,2,2,5,5,5,2,2,3,5,5,2,2,3,3,1,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4411,2,22,7,2,3,6,4,,11000,,17000,3,,3,8,3,3,0,0,8,0,0,1,,10,,3,,3,,3,4,2,3,2,2,3,3,4,3,3,4,3,3,3,4,3,3,5,2,2,4,4,5,2,2,5,3,2,4,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
628,2,20,4,2,2,,4,,10000,,10000,12,,12,7,2,3,5,8,2,2,5,0,,8,,2,,3,,3,3,5,2,2,1,2,4,1,,2,3,3,3,2,3,5,5,5,2,2,1,4,5,2,3,3,2,4,2,3,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1131,2,28,12,2,2,,4,3,10000,10000,10000,6,1,1,4,,,8,5,0,0,8,0,1,7,4,,,4,6,1,5,4,1,2,1,1,1,1,1,1,3,1,2,3,4,4,4,4,2,2,2,3,5,1,3,2,4,2,4,3,4,4,3,4,3,4,2,9,1,1,8,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,8,4,9,9,0,0,0,0,0,0,0,0,1,0,0,0,5,3,4,5,5,4,4,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,4.5
3698,2,25,7,2,2,,3,,10000,,10000,2,,2,4,,,7,8,0,0,8,5,,,,,,2,,3,0,,,,2,5,,1,2,2,2,1,3,3,,,3,2,1,4,1,3,5,1,5,1,5,2,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2296,2,48,7,1,2,,4,,10000,,,12,,,5,2,,5,10,2,2,0,3,,8,,2,,3,,,0,4,2,4,3,3,,1,,2,3,2,3,3,2,3,1,3,2,2,2,3,4,2,4,3,2,4,3,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4307,1,20,6,1,,,4,4,10000,10000,,6,,,4,2,,7,7,0,,7,0,,,1,,,2,2,1,,4,2,2,5,5,,2,1,2,1,2,3,3,3,3,4,4,5,2,2,3,3,2,3,4,4,2,3,3,3,3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3.5
844,2,52,7,1,2,,3,,10000,,10000,12,,12,5,,,5,10,2,4,3,,,8,,2,,2,,2,1,5,2,2,2,3,4,1,4,1,3,1,3,4,3,3,4,2,2,2,2,3,4,3,4,2,1,4,3,2,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4117,2,76,4,2,2,5,4,,,,,,,,5,1,3,10,6,0,0,0,2,,10,,1,,6,,3,5,3,2,1,5,5,1,3,5,4,3,2,3,4,3,2,3,5,3,2,1,5,5,1,2,3,4,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4050,2,50,7,2,3,,3,,11000,,10000,1,,1,5,1,2,10,5,0,2,8,5,,10,,1,,3,,1,5,5,2,2,2,4,3,1,2,1,2,1,4,2,2,4,5,3,3,3,2,5,5,2,3,3,4,2,2,3,4,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4303,1,55,4,2,2,,3,,11000,,,12,,,6,2,2,5,8,0,2,2,3,,10,,2,,3,,,0,2,1,2,5,,4,1,,2,3,1,1,3,4,4,5,2,3,2,2,4,5,1,2,2,2,3,2,2,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
895,2,29,4,1,3,,4,,10000,,10000,2,,2,8,,,3,10,0,0,6,0,,,,,2,1,,,,5,1,1,1,2,,2,1,,1,,4,4,2,,5,1,1,4,1,5,5,1,4,2,2,3,3,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,2,35,8,1,3,,4,,10000,,10000,6,,6,3,6,2,7,2,0,0,10,0,,10,,6,,7,,1,10,5,1,1,1,1,1,3,1,1,2,4,4,2,2,4,5,5,2,2,2,5,4,2,2,4,5,1,1,1,1,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4114,1,82,4,2,2,6,4,,20000,,10000,6,,1,5,1,3,9,8,0,0,5,0,,10,,1,,4,,2,2,3,3,1,2,4,5,4,3,3,3,2,4,4,3,5,2,5,5,2,1,5,5,2,1,5,5,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4341,1,16,4,1,2,,3,,13000,,10000,1,,2,,2,3,10,10,6,0,0,0,,,,,2,1,,3,,,2,,1,3,1,1,1,3,4,1,1,1,,1,,1,1,1,5,1,1,3,1,5,5,1,4,4,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4022,2,74,4,2,3,,3,1,10000,20000,11000,1,1,1,5,1,3,10,0,3,0,0,0,1,5,4,1,,5,5,2,0,3,3,1,5,5,3,2,1,3,4,2,2,3,5,3,3,1,3,1,3,3,5,1,3,3,2,2,4,1,4,4,3,3,4,1,7,2,8,2,8,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,2,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4
792,2,42,9,2,2,,4,,10000,,10000,1,,1,5,1,2,8,3,0,1,3,0,,10,,1,,5,,1,3,4,2,1,1,2,5,1,2,3,2,2,2,3,3,5,5,5,4,2,2,3,4,2,2,3,3,3,2,2,2,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4053,2,32,9,2,2,,3,,10000,,10000,1,,1,5,1,2,10,0,0,0,8,0,,10,,1,,4,,1,5,5,1,1,2,2,2,1,1,1,1,2,5,2,3,5,5,4,2,3,2,5,5,1,2,3,5,1,2,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
3948,2,40,6,2,3,6,4,,11000,,,1,,,5,1,3,9,8,4,0,5,2,,10,,1,,4,,3,5,4,2,2,3,5,1,3,3,4,3,3,4,4,4,5,5,5,2,3,4,5,5,2,2,3,3,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
4107,1,46,6,2,2,7,4,,12000,,10000,1,,1,5,1,3,9,7,0,0,4,0,,10,,1,,5,,3,5,3,2,5,3,5,3,2,3,1,4,3,3,4,3,2,3,2,3,2,1,5,5,1,1,3,4,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
3821,1,23,7,2,3,,3,,10000,,12000,1,,1,5,1,2,10,0,0,0,8,0,,10,,1,,6,,1,5,4,1,1,2,2,1,2,2,2,3,2,3,2,2,5,5,4,3,2,2,4,3,2,3,2,4,2,1,2,2,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
685,1,38,7,2,2,,2,2,10000,10000,,1,1,,3,1,2,7,3,0,3,2,0,1,10,4,1,,5,5,3,0,2,1,3,1,1,2,1,4,2,2,3,4,3,3,4,1,1,2,2,4,4,3,2,2,4,,3,2,1,1,3,3,3,3,2,4,2,1,8,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,5,1,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,4,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2.5
